time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-05-08T19:30:45.000Z,33.953717,-84.208655,305.0,18.0,202.6,7.0,2,gps,1.1,0.8,1.4,-26.0,,,,95,
2019-05-08T19:30:48.000Z,33.953522,-84.208855,303.0,19.0,212.1,7.5,3,gps,2.2,1.0,2.4,-26.0,,,,95,
2019-05-08T19:30:51.000Z,33.953534,-84.208755,303.0,19.0,201.3,3.75,3,gps,1.4,0.9,1.6,-26.0,,,,95,
2019-05-08T19:30:54.000Z,33.953483,-84.208939,306.0,16.0,245.6,0.5,3,gps,1.0,0.8,1.3,-26.0,,,,95,
2019-05-08T19:30:58.000Z,33.953554,-84.208952,311.0,27.0,246.4,0.25,7,gps,1.0,0.9,1.3,-26.0,,,,95,
2019-05-08T19:31:01.000Z,33.953551,-84.208853,308.0,21.0,173.2,0.5,4,gps,1.0,0.9,1.4,-26.0,,,,95,
2019-05-08T19:31:04.000Z,33.953541,-84.208819,304.0,19.0,119.8,0.75,0,gps,0.9,0.8,1.2,-26.0,,,,95,
2019-05-08T19:31:07.000Z,33.953592,-84.208792,302.0,19.0,,0.0,5,gps,0.9,0.8,1.2,-26.0,,,,95,
2019-05-08T19:31:10.000Z,33.953620,-84.208773,301.0,17.0,,0.0,4,gps,1.1,0.9,1.4,-26.0,,,,95,
2019-05-08T19:31:13.000Z,33.953672,-84.208749,293.0,15.0,,0.0,7,gps,1.0,0.9,1.3,-26.0,,,,95,
2019-05-08T19:31:15.000Z,33.953690,-84.208738,294.0,14.0,,0.0,0,gps,0.9,0.9,1.2,-26.0,,,,95,
2019-05-08T19:31:17.000Z,33.953690,-84.208737,294.0,15.0,,0.0,0,gps,0.9,0.9,1.2,-26.0,,,,95,
2019-05-08T19:31:19.000Z,33.953696,-84.208732,293.0,14.0,,0.0,0,gps,0.9,0.9,1.2,-26.0,,,,95,
2019-05-08T19:31:22.000Z,33.953539,-84.208783,290.0,13.0,191.3,11.25,0,gps,1.3,0.9,1.6,-26.0,,,,95,
2019-05-08T19:31:24.000Z,33.953364,-84.208876,291.0,16.0,194.3,10.75,0,gps,1.3,0.9,1.6,-26.0,,,,95,
2019-05-08T19:31:26.000Z,33.953046,-84.208838,290.0,15.0,182.8,14.75,0,gps,1.3,0.9,1.6,-26.0,,,,95,
2019-05-08T19:31:29.000Z,33.952558,-84.208765,289.0,18.0,176.0,16.5,10,gps,2.0,0.9,2.2,-26.0,,,,95,
2019-05-08T19:31:32.000Z,33.952117,-84.208685,288.0,21.0,173.9,15.25,6,gps,1.0,0.8,1.3,-26.0,,,,95,
2019-05-08T19:31:35.000Z,33.951657,-84.208652,289.0,24.0,172.4,15.25,2,gps,1.0,0.8,1.3,-26.0,,,,95,
2019-05-08T19:31:38.000Z,33.951137,-84.208604,290.0,24.0,175.9,16.5,3,gps,1.2,0.9,1.5,-26.0,,,,95,
2019-05-08T19:31:41.000Z,33.950831,-84.208487,286.0,19.0,171.6,15.25,3,gps,1.2,0.9,1.5,-26.0,,,,95,
2019-05-08T19:31:44.000Z,33.950528,-84.208315,285.0,17.0,165.4,14.0,3,gps,2.0,1.0,2.2,-26.0,,,,95,
2019-05-08T19:31:47.000Z,33.950039,-84.208332,289.0,22.0,176.2,15.25,2,gps,2.0,1.0,2.2,-26.0,,,,95,
2019-05-08T19:31:50.000Z,33.949592,-84.208395,292.0,17.0,173.8,15.0,3,gps,2.0,1.0,2.2,-26.0,,,,95,
2019-05-08T19:31:53.000Z,33.949202,-84.208244,293.0,18.0,167.4,14.75,4,gps,1.3,0.9,1.6,-26.0,,,,96,
2019-05-08T19:31:56.000Z,33.948987,-84.207903,295.0,22.0,145.4,12.25,3,gps,1.3,0.9,1.6,-26.0,,,,96,
2019-05-08T19:32:00.000Z,33.948432,-84.207947,297.0,35.0,178.2,12.0,4,gps,1.4,0.9,1.6,-26.0,,,,96,
2019-05-08T19:32:04.000Z,33.947823,-84.208513,293.0,35.0,216.6,14.25,5,gps,2.7,1.0,2.9,-26.0,,,,96,
2019-05-08T19:32:08.000Z,33.947313,-84.209291,296.0,23.0,237.8,14.75,3,gps,2.7,1.0,2.9,-26.0,,,,96,
2019-05-08T19:32:11.000Z,33.947159,-84.209739,294.0,14.0,243.0,14.5,1,gps,1.5,1.0,1.8,-26.0,,,,96,
2019-05-08T19:32:13.000Z,33.947040,-84.210019,294.0,15.0,243.0,14.5,0,gps,1.4,0.9,1.7,-26.0,,,,96,
2019-05-08T19:32:17.000Z,33.946690,-84.210631,293.0,13.0,237.4,15.25,8,gps,1.4,0.9,1.7,-26.0,,,,96,
2019-05-08T19:32:19.000Z,33.946568,-84.210915,293.0,12.0,242.3,16.75,0,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T19:32:22.000Z,33.946420,-84.211351,293.0,12.0,241.5,14.75,4,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T19:32:24.000Z,33.946296,-84.211587,293.0,13.0,240.6,15.0,0,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T19:32:26.000Z,33.946156,-84.211862,294.0,14.0,239.5,15.0,0,gps,1.6,1.0,1.8,-26.0,,,,96,
2019-05-08T19:32:29.000Z,33.945893,-84.212362,294.0,15.0,238.1,16.75,0,gps,1.5,0.8,1.7,-26.0,,,,96,
2019-05-08T19:32:32.000Z,33.945672,-84.212556,294.0,14.0,220.3,14.75,3,gps,2.1,0.9,2.3,-26.0,,,,96,
2019-05-08T19:32:35.000Z,33.945304,-84.212835,293.0,16.0,212.6,15.5,3,gps,1.9,1.0,2.1,-26.0,,,,96,
2019-05-08T19:32:37.000Z,33.945068,-84.213010,293.0,15.0,211.8,15.5,0,gps,1.4,0.8,1.6,-26.0,,,,96,
2019-05-08T19:32:40.000Z,33.944883,-84.213051,298.0,15.0,207.6,13.75,3,gps,1.4,0.8,1.6,-26.0,,,,96,
2019-05-08T19:32:43.000Z,33.944404,-84.213598,294.0,17.0,215.0,16.25,2,gps,1.7,0.8,1.9,-26.0,,,,96,
2019-05-08T19:32:46.000Z,33.944099,-84.213796,296.0,13.0,214.0,12.5,4,gps,1.7,0.8,1.9,-26.0,,,,96,
2019-05-08T19:32:48.000Z,33.943912,-84.213949,295.0,14.0,215.8,12.0,0,gps,1.4,0.8,1.6,-26.0,,,,96,
2019-05-08T19:32:51.000Z,33.943812,-84.214133,297.0,13.0,214.6,10.25,7,gps,1.4,0.8,1.6,-26.0,,,,96,
2019-05-08T19:32:53.000Z,33.943660,-84.214258,296.0,16.0,214.6,10.25,0,gps,1.4,0.8,1.6,-26.0,,,,96,
2019-05-08T19:32:57.000Z,33.943468,-84.214372,295.0,16.0,218.3,5.75,7,gps,1.7,0.8,1.9,-26.0,,,,96,
2019-05-08T19:32:59.000Z,33.943405,-84.214424,295.0,14.0,204.6,3.5,0,gps,1.7,0.8,1.9,-26.0,,,,96,
2019-05-08T19:33:01.000Z,33.943343,-84.214436,295.0,14.0,174.9,3.5,0,gps,1.7,0.8,1.9,-26.0,,,,96,
2019-05-08T19:33:05.000Z,33.943166,-84.214264,296.0,13.0,135.7,7.0,11,gps,1.6,0.8,1.8,-26.0,,,,96,
2019-05-08T19:33:07.000Z,33.943073,-84.214164,296.0,14.0,136.1,7.0,0,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T19:33:11.000Z,33.942809,-84.213905,296.0,16.0,137.6,9.0,9,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T19:33:13.000Z,33.942737,-84.213764,295.0,14.0,136.5,7.75,0,gps,0.7,0.8,1.1,-26.0,,,,96,
2019-05-08T19:33:16.000Z,33.942656,-84.213582,293.0,12.0,131.5,5.25,5,gps,1.0,0.9,1.3,-26.0,,,,96,
2019-05-08T19:33:18.000Z,33.942589,-84.213466,294.0,13.0,121.9,5.5,0,gps,1.0,0.9,1.3,-26.0,,,,96,
2019-05-08T19:33:21.000Z,33.942536,-84.213475,294.0,13.0,104.5,1.5,7,gps,1.6,1.0,1.8,-26.0,,,,96,
2019-05-08T19:33:23.000Z,33.942459,-84.213413,292.0,14.0,122.7,3.25,0,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T19:33:27.000Z,33.942452,-84.213249,295.0,13.0,102.0,2.5,11,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T19:33:30.000Z,33.942439,-84.213123,295.0,13.0,94.3,4.25,0,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T19:33:33.000Z,33.942507,-84.212955,295.0,11.0,48.1,5.5,5,gps,0.7,0.8,1.1,-26.0,,,,96,
2019-05-08T19:33:36.000Z,33.942650,-84.212786,294.0,11.0,38.2,7.5,0,gps,0.7,0.7,1.0,-26.0,,,,96,
2019-05-08T19:33:38.000Z,33.942760,-84.212685,294.0,13.0,37.9,7.5,0,gps,0.7,0.8,1.0,-26.0,,,,96,
2019-05-08T19:33:42.000Z,33.943272,-84.212868,304.0,14.0,14.0,11.5,8,gps,0.9,0.9,1.3,-26.0,,,,96,
2019-05-08T19:33:45.000Z,33.943533,-84.212594,303.0,16.0,33.7,11.25,6,gps,1.0,0.8,1.3,-26.0,,,,96,
2019-05-08T19:33:48.000Z,33.943772,-84.212412,303.0,17.0,32.6,10.25,0,gps,1.2,0.9,1.5,-26.0,,,,96,
2019-05-08T19:33:51.000Z,33.944001,-84.212195,303.0,19.0,37.9,10.75,1,gps,1.3,1.0,1.6,-26.0,,,,96,
2019-05-08T19:33:54.000Z,33.943956,-84.211870,298.0,15.0,70.4,7.75,1,gps,1.4,1.0,1.7,-26.0,,,,96,
2019-05-08T20:09:18.000Z,33.943070,-84.210846,270.0,17.0,234.1,10.75,3,gps,1.0,0.9,1.3,-26.0,,,,100,
2019-05-08T20:09:20.000Z,33.942953,-84.211008,258.0,15.0,235.7,11.5,0,gps,1.2,0.9,1.5,-26.0,,,,100,
2019-05-08T20:09:23.000Z,33.942681,-84.211240,254.0,18.0,230.8,11.25,4,gps,1.2,0.9,1.5,-26.0,,,,100,
2019-05-08T20:09:26.000Z,33.942425,-84.211571,253.0,21.0,225.5,13.5,4,gps,1.2,0.9,1.5,-26.0,,,,100,
2019-05-08T20:09:29.000Z,33.942188,-84.211739,255.0,18.0,224.3,9.25,4,gps,1.4,0.9,1.7,-26.0,,,,100,
2019-05-08T20:09:33.000Z,33.942072,-84.211947,254.0,16.0,239.0,4.25,8,gps,1.3,0.9,1.6,-26.0,,,,100,
2019-05-08T20:09:36.000Z,33.942045,-84.212173,259.0,16.0,273.4,4.0,4,gps,0.9,0.8,1.2,-26.0,,,,100,
2019-05-08T20:09:38.000Z,33.942075,-84.212348,262.0,14.0,296.2,5.5,0,gps,0.7,0.8,1.1,-26.0,,,,100,
2019-05-08T20:09:40.000Z,33.942199,-84.212525,266.0,15.0,303.0,10.75,0,gps,0.7,0.8,1.1,-26.0,,,,100,
2019-05-08T20:09:42.000Z,33.942303,-84.212693,268.0,14.0,309.3,9.5,0,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:09:44.000Z,33.942378,-84.212850,268.0,15.0,310.2,8.25,0,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:09:47.000Z,33.942398,-84.212910,273.0,12.0,303.7,4.25,6,gps,1.2,0.8,1.5,-26.0,,,,100,
2019-05-08T20:09:49.000Z,33.942388,-84.213025,277.0,13.0,302.6,5.25,0,gps,1.1,0.8,1.4,-26.0,,,,100,
2019-05-08T20:09:51.000Z,33.942453,-84.213201,281.0,13.0,302.6,6.5,0,gps,1.1,0.9,1.4,-26.0,,,,100,
2019-05-08T20:09:53.000Z,33.942516,-84.213317,282.0,13.0,307.7,5.0,0,gps,1.1,0.8,1.4,-26.0,,,,100,
2019-05-08T20:09:55.000Z,33.942586,-84.213398,281.0,13.0,309.7,5.75,0,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:09:57.000Z,33.942717,-84.213563,285.0,14.0,310.4,8.5,0,gps,1.2,0.9,1.5,-26.0,,,,100,
2019-05-08T20:09:59.000Z,33.942736,-84.213723,280.0,15.0,302.0,8.25,0,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:10:02.000Z,33.942825,-84.214016,278.0,16.0,301.0,11.0,3,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:10:05.000Z,33.943426,-84.214520,267.0,22.0,322.4,19.25,4,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:10:09.000Z,33.943537,-84.215064,266.0,25.0,297.8,13.0,10,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:10:14.000Z,33.943138,-84.215205,269.0,34.0,216.8,9.5,7,gps,0.9,0.8,1.2,-26.0,,,,100,
2019-05-08T20:10:18.000Z,33.942643,-84.215302,268.0,27.0,212.6,8.25,6,gps,0.8,0.8,1.2,-26.0,,,,100,
2019-05-08T20:32:24.000Z,33.945937,-84.213297,305.0,11.0,116.8,7.75,7,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:32:26.000Z,33.945866,-84.213109,305.0,12.0,109.8,8.25,0,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:32:29.000Z,33.945807,-84.212943,305.0,12.0,115.0,6.0,5,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:32:31.000Z,33.945758,-84.212850,305.0,12.0,124.4,5.0,0,gps,1.2,0.8,1.4,-26.0,,,,100,
2019-05-08T20:32:35.000Z,33.945705,-84.212791,306.0,11.0,140.5,2.25,9,gps,1.4,0.9,1.6,-26.0,,,,100,
2019-05-08T20:32:37.000Z,33.945674,-84.212761,306.0,11.0,140.4,2.25,0,gps,1.0,0.8,1.2,-26.0,,,,100,
2019-05-08T20:32:41.000Z,33.945493,-84.212745,305.0,11.0,199.4,3.25,6,gps,1.0,0.8,1.3,-26.0,,,,100,
2019-05-08T20:32:43.000Z,33.945433,-84.212767,305.0,13.0,196.5,3.5,0,gps,1.3,0.9,1.6,-26.0,,,,100,
2019-05-08T20:32:47.000Z,33.945128,-84.212857,306.0,15.0,194.0,6.5,5,gps,1.3,0.9,1.6,-26.0,,,,100,
2019-05-08T20:32:50.000Z,33.944890,-84.212979,307.0,15.0,203.7,8.75,2,gps,0.9,0.9,1.3,-26.0,,,,99,
2019-05-08T20:32:52.000Z,33.944739,-84.213054,307.0,15.0,202.0,9.0,0,gps,0.9,0.8,1.2,-26.0,,,,99,
2019-05-08T20:32:56.000Z,33.944405,-84.213234,307.0,16.0,204.5,9.25,5,gps,0.9,0.8,1.2,-26.0,,,,99,
2019-05-08T20:32:58.000Z,33.944237,-84.213428,306.0,15.0,217.8,10.0,0,gps,1.5,0.9,1.7,-26.0,,,,99,
2019-05-08T20:33:01.000Z,33.944008,-84.213728,305.0,15.0,221.4,11.25,4,gps,1.3,0.8,1.6,-26.0,,,,99,
2019-05-08T20:33:04.000Z,33.943760,-84.213959,303.0,15.0,217.8,10.25,2,gps,1.3,0.8,1.6,-26.0,,,,99,
2019-05-08T20:33:07.000Z,33.943572,-84.214299,297.0,22.0,223.4,8.25,2,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:33:11.000Z,33.943534,-84.214372,294.0,32.0,225.3,4.0,3,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:33:15.000Z,33.943484,-84.214353,294.0,32.0,227.8,1.0,4,gps,0.9,0.8,1.2,-26.0,,,,99,
2019-05-08T20:33:18.000Z,33.943480,-84.214254,295.0,24.0,91.1,1.5,3,gps,0.8,0.8,1.1,-26.0,,,,99,
2019-05-08T20:33:21.000Z,33.943468,-84.214225,296.0,23.0,97.2,1.5,1,gps,1.1,0.9,1.4,-26.0,,,,99,
2019-05-08T20:33:25.000Z,33.943446,-84.214229,296.0,27.0,100.7,1.0,6,gps,1.4,1.0,1.7,-26.0,,,,99,
2019-05-08T20:33:29.000Z,33.943455,-84.214274,297.0,24.0,100.7,0.25,2,gps,1.4,1.0,1.7,-26.0,,,,99,
2019-05-08T20:33:32.000Z,33.943457,-84.214330,297.0,19.0,100.7,0.25,3,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:33:35.000Z,33.943459,-84.214386,298.0,17.0,100.7,0.25,2,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:33:38.000Z,33.943447,-84.214436,298.0,14.0,,0.0,2,gps,1.5,1.0,1.8,-26.0,,,,99,
2019-05-08T20:33:40.000Z,33.943443,-84.214441,298.0,13.0,,0.0,0,gps,1.4,1.0,1.7,-26.0,,,,99,
2019-05-08T20:33:42.000Z,33.943436,-84.214462,298.0,13.0,,0.0,0,gps,1.4,1.0,1.7,-26.0,,,,99,
2019-05-08T20:33:44.000Z,33.943428,-84.214486,298.0,14.0,,0.0,0,gps,1.7,1.0,2.0,-26.0,,,,99,
2019-05-08T20:33:47.000Z,33.943422,-84.214520,299.0,21.0,,0.0,0,gps,1.7,1.0,2.0,-26.0,,,,99,
2019-05-08T20:33:50.000Z,33.943418,-84.214539,299.0,18.0,,0.0,2,gps,2.0,1.0,2.2,-26.0,,,,99,
2019-05-08T20:33:53.000Z,33.943418,-84.214542,299.0,14.0,,0.0,1,gps,0.9,0.9,1.3,-26.0,,,,99,
2019-05-08T20:33:55.000Z,33.943419,-84.214544,299.0,13.0,,0.0,0,gps,0.9,0.9,1.3,-26.0,,,,99,
2019-05-08T20:33:58.000Z,33.943419,-84.214545,299.0,18.0,,0.0,1,gps,1.0,1.0,1.4,-26.0,,,,99,
2019-05-08T20:34:01.000Z,33.943418,-84.214544,299.0,20.0,,0.0,1,gps,1.1,1.0,1.5,-26.0,,,,99,
2019-05-08T20:34:04.000Z,33.943417,-84.214545,299.0,20.0,,0.0,1,gps,2.8,1.0,2.9,-26.0,,,,99,
2019-05-08T20:34:07.000Z,33.943417,-84.214549,299.0,23.0,,0.0,2,gps,1.2,1.0,1.5,-26.0,,,,99,
2019-05-08T20:34:10.000Z,33.943416,-84.214553,299.0,23.0,,0.0,2,gps,1.1,1.0,1.4,-26.0,,,,99,
2019-05-08T20:34:13.000Z,33.943415,-84.214556,299.0,20.0,,0.0,2,gps,1.1,1.0,1.4,-26.0,,,,99,
2019-05-08T20:34:16.000Z,33.943411,-84.214559,299.0,19.0,100.7,0.5,3,gps,1.1,1.0,1.4,-26.0,,,,99,
2019-05-08T20:34:19.000Z,33.943380,-84.214547,298.0,15.0,162.1,1.25,0,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:22.000Z,33.943301,-84.214336,297.0,12.0,112.2,4.75,3,gps,0.9,0.9,1.3,-26.0,,,,99,
2019-05-08T20:34:24.000Z,33.943263,-84.214295,296.0,13.0,109.4,4.5,0,gps,0.9,0.9,1.2,-26.0,,,,99,
2019-05-08T20:34:28.000Z,33.943214,-84.214187,255.0,15.0,126.7,3.75,7,gps,1.4,0.9,1.7,-26.0,,,,99,
2019-05-08T20:34:30.000Z,33.943178,-84.214177,255.0,15.0,128.4,3.25,0,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:33.000Z,33.943146,-84.214161,256.0,14.0,123.7,2.0,3,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:35.000Z,33.943135,-84.214148,256.0,13.0,121.0,2.0,0,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:39.000Z,33.943094,-84.214102,257.0,18.0,132.3,1.75,8,gps,1.3,0.9,1.6,-26.0,,,,99,
2019-05-08T20:34:42.000Z,33.943031,-84.214061,253.0,22.0,145.5,1.5,3,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:45.000Z,33.943013,-84.214004,257.0,17.0,93.7,1.5,4,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:34:48.000Z,33.942982,-84.213921,261.0,16.0,111.6,1.25,3,gps,1.3,0.9,1.6,-26.0,,,,99,
2019-05-08T20:34:51.000Z,33.942893,-84.213831,265.0,15.0,137.9,1.25,2,gps,1.0,0.9,1.3,-26.0,,,,99,
2019-05-08T20:34:52.000Z,33.942864,-84.213797,266.0,14.0,132.8,1.25,2,gps,,,,-26.0,,,,99,
2019-05-08T20:35:00.000Z,33.942528,-84.213426,260.0,12.0,123.8,4.0,4,gps,1.0,0.9,1.3,-26.0,,,,99,
2019-05-08T20:35:02.000Z,33.942497,-84.213363,260.0,11.0,122.6,4.0,0,gps,1.5,0.9,1.8,-26.0,,,,99,
2019-05-08T20:35:03.397Z,33.942489,-84.213315,273.0,9.0,116.8,3.75,1,gps,1.1,0.8,1.4,-26.0,,,,99,
2019-05-08T20:35:06.000Z,33.942483,-84.213221,273.0,14.0,106.3,3.75,0,gps,1.1,0.8,1.4,-26.0,,,,99,
2019-05-08T20:35:09.000Z,33.942735,-84.213188,279.0,13.0,53.7,4.25,7,gps,1.7,0.9,1.9,-26.0,,,,99,
2019-05-08T20:35:12.000Z,33.942797,-84.213073,286.0,12.0,46.4,4.75,0,gps,0.9,0.8,1.2,-26.0,,,,99,
2019-05-08T20:35:14.000Z,33.942906,-84.212933,286.0,13.0,40.0,7.25,0,gps,0.7,0.7,1.0,-26.0,,,,99,
2019-05-08T20:35:17.000Z,33.943052,-84.212779,289.0,12.0,30.5,8.0,8,gps,0.8,0.7,1.1,-26.0,,,,99,
2019-05-08T20:35:19.000Z,33.943177,-84.212683,289.0,15.0,33.5,8.25,0,gps,1.9,0.9,2.1,-26.0,,,,99,
2019-05-08T20:35:23.000Z,33.943529,-84.212455,290.0,16.0,28.3,9.5,8,gps,2.0,1.0,2.3,-26.0,,,,99,
2019-05-08T20:35:26.000Z,33.943726,-84.212295,289.0,17.0,33.8,9.25,3,gps,2.0,1.0,2.3,-26.0,,,,99,
2019-05-08T20:35:29.000Z,33.943932,-84.212128,289.0,19.0,36.0,8.75,3,gps,2.0,1.0,2.3,-26.0,,,,99,
2019-05-08T20:35:32.000Z,33.944047,-84.211931,293.0,13.0,78.3,4.25,6,gps,2.0,1.0,2.3,-26.0,,,,99,
2019-05-08T20:35:34.000Z,33.944062,-84.211843,293.0,15.0,78.4,4.25,0,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:35:38.000Z,33.943884,-84.211651,287.0,12.0,122.3,5.0,7,gps,1.0,0.9,1.4,-26.0,,,,99,
2019-05-08T20:35:40.000Z,33.943802,-84.211569,287.0,11.0,141.3,5.75,0,gps,0.8,0.8,1.2,-26.0,,,,99,
2019-05-08T20:35:41.403Z,33.943742,-84.211489,287.0,9.0,128.3,6.75,3,gps,0.9,0.9,1.2,-26.0,,,,99,
2019-05-08T20:35:42.869Z,33.943688,-84.211406,287.0,9.0,128.3,6.5,6,gps,0.9,0.9,1.2,-26.0,,,,99,
2019-05-08T20:35:46.000Z,33.943793,-84.211255,285.0,8.0,47.2,5.25,0,gps,0.9,0.9,1.2,-26.0,,,,99,
2019-05-08T20:35:46.874Z,33.943821,-84.211219,285.0,7.0,47.1,5.25,10,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:35:48.182Z,33.943863,-84.211165,285.0,8.0,47.1,5.25,0,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:35:50.403Z,33.943893,-84.210855,282.0,6.0,47.9,9.75,0,gps,1.2,0.9,1.5,-26.0,,,,99,
2019-05-08T20:35:53.000Z,33.944049,-84.210793,284.0,16.0,29.9,7.75,0,gps,1.1,0.9,1.4,-26.0,,,,99,
2019-05-08T22:23:19.000Z,33.943088,-84.210797,285.0,12.0,239.4,11.5,0,gps,1.3,0.9,1.6,-26.0,,,,96,
2019-05-08T22:23:21.000Z,33.942850,-84.211045,269.0,11.0,237.4,10.5,0,gps,1.2,0.8,1.5,-26.0,,,,96,
2019-05-08T22:23:23.000Z,33.942690,-84.211298,264.0,15.0,234.9,11.75,0,gps,0.9,0.8,1.3,-26.0,,,,96,
2019-05-08T22:23:26.000Z,33.942464,-84.211494,260.0,13.0,225.2,9.0,6,gps,0.9,0.8,1.3,-26.0,,,,96,
2019-05-08T22:23:28.000Z,33.942361,-84.211643,259.0,12.0,226.0,8.75,0,gps,0.9,0.8,1.3,-26.0,,,,96,
2019-05-08T22:23:30.000Z,33.942222,-84.211791,256.0,12.0,227.5,8.5,0,gps,0.9,0.8,1.3,-26.0,,,,96,
2019-05-08T22:23:33.000Z,33.942055,-84.211907,259.0,12.0,219.9,7.25,4,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T22:23:36.000Z,33.941968,-84.212104,268.0,9.0,227.8,2.0,0,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T22:23:36.917Z,33.941956,-84.212119,268.0,9.0,227.6,2.0,7,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T22:23:40.000Z,33.942012,-84.212194,271.0,10.0,296.5,3.0,0,gps,0.8,0.8,1.1,-26.0,,,,96,
2019-05-08T22:23:42.000Z,33.942038,-84.212332,266.0,12.0,304.5,4.5,0,gps,0.8,0.7,1.1,-26.0,,,,96,
2019-05-08T22:23:44.000Z,33.942099,-84.212416,271.0,13.0,303.5,6.25,0,gps,0.7,0.7,1.0,-26.0,,,,96,
2019-05-08T22:23:46.000Z,33.942133,-84.212557,271.0,14.0,298.5,6.25,0,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T22:23:48.000Z,33.942173,-84.212666,274.0,13.0,300.4,4.25,0,gps,0.9,0.8,1.2,-26.0,,,,96,
2019-05-08T22:23:50.000Z,33.942212,-84.212752,274.0,12.0,299.8,3.5,0,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:23:52.000Z,33.942243,-84.212817,274.0,14.0,299.7,3.5,2,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:23:57.000Z,33.942257,-84.212912,275.0,12.0,303.8,2.75,9,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:23:59.000Z,33.942291,-84.212968,276.0,12.0,306.3,3.0,0,gps,1.2,0.9,1.6,-26.0,,,,96,
2019-05-08T22:24:01.000Z,33.942333,-84.213024,276.0,13.0,310.2,3.0,0,gps,1.2,0.9,1.6,-26.0,,,,96,
2019-05-08T22:24:03.000Z,33.942370,-84.213078,275.0,12.0,306.8,3.25,0,gps,1.2,0.9,1.6,-26.0,,,,96,
2019-05-08T22:24:05.000Z,33.942410,-84.213135,277.0,12.0,306.2,3.25,0,gps,1.2,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:08.000Z,33.942484,-84.213243,277.0,11.0,304.8,4.25,10,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:10.000Z,33.942537,-84.213337,277.0,12.0,301.9,4.25,0,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:12.000Z,33.942591,-84.213419,276.0,13.0,306.2,4.0,0,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:14.000Z,33.942635,-84.213500,276.0,14.0,298.9,4.0,0,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:18.000Z,33.942795,-84.213763,271.0,12.0,307.0,6.5,10,gps,1.4,0.9,1.7,-26.0,,,,96,
2019-05-08T22:24:20.000Z,33.942857,-84.213912,272.0,12.0,296.7,7.5,0,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:23.000Z,33.943046,-84.214162,272.0,11.0,305.5,8.25,5,gps,1.1,0.8,1.4,-26.0,,,,96,
2019-05-08T22:24:25.000Z,33.943128,-84.214313,273.0,11.0,303.4,8.25,0,gps,1.1,0.8,1.4,-26.0,,,,96,
